1	253	175	325	93
2	275	168	434	4
3	295	167	462	0
4	287	175	491	0
5	288	169	464	0
6	287	175	466	0
7	279	179	498	0
8	250	181	484	0
9	258	177	491	0
10	278	175	461	0
11	297	157	488	0
12	306	168	479	0
13	296	171	467	0
14	297	156	486	0
15	306	153	487	0
16	328	131	486	1
17	362	102	500	0
18	339	116	474	0
19	310	154	472	0
20	327	134	478	0
21	314	136	473	0
22	321	132	474	0
23	325	142	494	0
24	315	142	486	0
25	303	165	461	0
26	293	168	468	0
27	273	185	478	0
28	264	175	483	0
29	265	196	467	0
30	255	213	472	0
31	251	213	457	0
32	237	207	471	0
33	219	226	460	0
34	184	271	474	0
35	205	259	469	0
36	204	262	466	0
37	160	301	469	1
38	161	295	467	0
39	140	307	432	0
40	175	282	448	0
41	190	277	475	0
42	206	260	452	0
43	224	234	472	0
44	250	225	466	0
45	247	226	463	0
46	231	223	468	0
47	208	227	477	0
48	199	259	473	0
49	191	263	476	0
50	162	296	464	0
51	181	266	460	0
52	197	268	469	0
53	185	263	467	0
54	174	255	483	0
55	184	284	470	0
56	182	266	460	0
57	172	273	474	0
58	148	316	459	1
59	177	278	461	0
60	180	285	471	0
61	175	285	463	0
62	181	291	451	0
63	148	320	452	0
64	164	291	459	0
65	176	271	457	0
66	170	297	449	0
67	191	256	448	0
68	197	286	454	0
69	215	252	463	0
70	211	256	471	0
71	198	268	481	0
72	214	248	477	0
73	168	276	468	0
74	187	258	447	0
75	174	267	474	0
76	163	308	456	0
77	149	301	442	0
78	154	298	447	0
79	188	275	454	0
80	149	278	451	0
81	139	306	469	0
82	145	304	465	0
83	128	322	458	0
84	142	302	450	0
85	131	306	461	0
86	126	345	442	0
87	123	355	442	0
88	86	375	461	0
89	100	340	437	0
90	104	349	458	0
91	84	385	431	0
92	107	341	437	0
93	125	338	440	0
94	139	334	443	1
95	128	348	445	0
96	95	364	444	0
97	80	384	445	0
98	91	386	436	0
99	73	373	436	0
100	69	375	454	0
101	75	377	429	0
102	53	417	434	0
103	0	456	428	2
104	3	453	428	0
105	0	465	448	0
106	0	461	408	0
107	36	415	438	0
108	42	447	438	0
109	18	439	423	0
110	25	432	415	0
111	10	440	422	0
112	48	424	442	0
113	32	419	458	0
114	1	435	426	0
115	0	474	441	0
116	8	469	445	0
117	0	449	437	0
118	21	440	424	0
119	0	425	422	0
120	0	465	431	0
121	0	465	450	0
122	0	459	431	3
123	3	454	427	0
124	0	451	442	0
125	21	455	428	0
126	15	457	427	0
127	0	483	417	0
128	0	448	416	0
129	0	455	436	0
130	0	460	431	0
131	0	448	437	0
132	0	452	438	0
133	0	470	424	0
134	0	461	408	0
135	10	469	435	0
136	0	468	430	0
137	0	441	414	0
138	0	455	432	0
139	0	464	404	0
140	0	452	421	0
141	0	458	440	0
142	22	421	415	0
143	41	406	446	0
144	100	367	443	0
145	47	387	433	0
146	41	411	420	0
147	69	403	432	0
148	55	411	430	0
149	30	433	440	0
150	35	400	443	0
151	78	397	431	0
152	74	373	425	0
153	50	418	456	0
154	54	420	426	0
155	45	433	451	0
156	22	419	428	0
157	41	431	438	0
158	37	427	438	0
159	40	435	429	0
160	40	433	432	0
161	48	409	433	0
162	64	405	435	0
163	66	404	449	0
164	69	377	457	0
165	46	414	460	0
166	58	418	409	0
167	47	417	430	0
168	19	426	421	0
169	34	428	407	0
170	0	454	450	0
171	0	475	436	1
172	0	444	436	0
173	0	455	428	0
174	0	462	431	0
175	0	456	412	0
176	0	441	447	0
177	7	453	435	0
178	0	454	436	0
179	0	461	433	0
180	32	410	413	0
181	45	408	428	0
182	27	427	438	0
183	28	418	442	0
184	20	429	437	0
185	22	430	423	0
186	0	467	430	0
187	0	462	427	1
188	5	453	422	0
189	0	460	428	0
190	0	455	435	0
191	4	462	432	0
192	0	460	415	0
193	0	463	431	0
194	20	439	414	0
195	0	472	438	0
196	1	444	446	0
197	12	451	461	0
198	7	440	448	0
199	29	438	443	0
200	50	427	450	0
201	16	440	432	0
202	0	458	462	0
203	0	468	413	0
204	0	461	429	0
205	0	457	432	0
206	0	460	422	0
207	0	464	422	0
208	0	466	424	0
209	0	466	430	0
210	0	464	405	0
211	0	447	430	0
212	0	454	405	0
213	5	478	416	0
214	0	460	424	0
215	6	443	439	0
216	5	468	444	0
217	29	444	432	0
218	0	454	429	0
219	0	467	442	0
220	0	443	418	0
221	0	432	417	0
222	58	435	425	0
223	17	422	419	0
224	31	426	442	0
225	30	415	419	0
226	56	398	410	0
227	63	423	458	0
228	45	427	434	0
229	45	426	433	0
230	0	446	417	0
231	0	452	414	0
232	0	474	422	0
233	0	433	431	0
234	0	469	421	0
235	13	459	430	0
236	0	453	422	0
237	0	468	419	0
238	26	445	428	0
239	28	428	441	0
240	57	414	458	0
241	31	423	436	0
242	51	431	403	0
243	8	434	421	0
244	0	449	436	0
245	18	445	439	0
246	0	458	417	0
247	0	459	416	0
248	7	459	402	0
249	0	447	435	0
250	0	461	427	1
251	0	474	440	0
252	0	442	439	0
253	0	456	441	0
254	1	463	429	0
255	0	455	429	0
256	0	444	431	0
257	0	457	427	0
258	0	456	410	0
259	0	460	397	0
260	0	428	435	0
261	0	450	412	0
262	0	448	427	0
263	0	442	423	0
264	15	448	444	0
265	0	464	410	0
266	0	470	430	0
267	0	457	445	0
268	0	467	420	0
269	0	463	428	0
270	0	466	432	0
271	3	431	429	0
272	0	463	441	0
273	8	463	423	0
274	0	470	414	0
275	2	452	419	0
276	0	428	442	0
277	0	440	443	0
278	0	470	426	0
279	0	478	431	0
280	0	454	418	1
281	7	454	427	0
282	0	473	439	0
283	0	464	417	0
284	0	478	434	0
285	0	464	426	0
286	0	456	418	0
287	0	465	413	0
288	0	451	432	0
289	2	444	446	0
290	0	429	446	0
291	29	440	425	0
292	33	429	422	0
293	47	422	430	0
294	47	409	434	0
295	51	413	449	0
296	32	419	418	0
297	13	434	432	0
298	17	431	412	0
299	26	435	434	0
300	14	443	425	0
301	32	429	451	0
