1	266	278	544
2	213	290	503
3	237	256	493
4	193	230	423
5	206	223	429
6	203	186	389
7	194	186	380
8	258	182	440
9	296	194	490
10	319	204	523
11	330	230	560
12	328	253	581
13	338	261	599
14	311	267	578
15	304	249	553
16	269	257	526
17	274	252	526
18	282	259	541
19	274	255	529
20	266	267	533
21	241	283	524
22	240	244	484
23	216	264	480
24	227	265	492
25	239	259	498
26	232	262	494
27	266	253	519
28	281	265	546
29	329	257	586
30	348	282	630
31	334	276	610
32	366	309	675
33	369	326	695
34	347	320	667
35	355	339	694
36	341	303	644
37	357	285	642
38	390	273	663
39	361	266	627
40	361	259	620
41	351	240	591
42	342	265	607
43	321	272	593
44	279	266	545
45	293	250	543
46	281	241	522
47	301	244	545
48	303	253	556
49	311	270	581
50	328	255	583
51	317	251	568
52	312	251	563
53	301	278	579
54	312	270	582
55	352	252	604
56	380	240	620
57	373	238	611
58	352	248	600
59	342	236	578
60	365	254	619
61	378	260	638
62	359	257	616
63	375	244	619
64	361	283	644
65	358	260	618
66	344	249	593
67	362	250	612
68	352	231	583
69	331	226	557
70	344	245	589
71	309	274	583
72	300	242	542
73	272	244	516
74	259	276	535
75	250	282	532
76	214	263	477
77	225	273	498
78	219	271	490
79	180	265	445
80	181	273	454
81	196	248	444
82	166	233	399
83	197	230	427
84	215	234	449
85	229	238	467
86	211	237	448
87	232	216	448
88	244	222	466
89	252	208	460
90	260	225	485
91	267	222	489
92	275	242	517
93	269	266	535
94	294	233	527
95	299	223	522
96	286	244	530
97	298	246	544
98	313	236	549
99	327	241	568
100	333	276	609
101	320	275	595
102	348	260	608
103	348	283	631
104	337	271	608
105	350	253	603
106	330	286	616
107	336	263	599
108	328	264	592
109	321	282	603
110	312	296	608
111	314	274	588
112	356	265	621
113	346	254	600
114	336	237	573
115	332	230	562
116	333	244	577
117	345	216	561
118	331	229	560
119	345	238	583
120	340	246	586
121	347	264	611
122	349	266	615
123	347	255	602
124	355	258	613
125	343	234	577
126	322	237	559
127	338	249	587
128	325	251	576
129	315	246	561
130	323	256	579
131	349	242	591
132	329	247	576
133	333	240	573
134	331	238	569
135	328	251	579
136	352	245	597
137	356	238	594
138	344	252	596
139	319	250	569
140	313	250	563
141	330	239	569
142	313	277	590
143	314	273	587
144	305	263	568
145	310	269	579
146	271	279	550
147	261	266	527
148	291	234	525
149	275	261	536
150	254	259	513
151	235	240	475
152	237	250	487
153	227	241	468
154	237	241	478
155	249	243	492
156	219	237	456
157	219	239	458
158	213	234	447
159	206	231	437
160	212	244	456
161	205	222	427
162	216	220	436
163	197	225	422
164	185	226	411
165	221	220	441
166	233	204	437
167	243	209	452
168	262	204	466
169	300	194	494
170	304	208	512
171	313	230	543
172	270	225	495
173	254	221	475
174	276	197	473
175	249	220	469
176	269	239	508
177	255	237	492
178	256	239	495
179	261	238	499
180	272	233	505
181	270	237	507
182	334	253	587
183	307	247	554
184	311	230	541
185	288	239	527
186	322	218	540
187	318	230	548
188	315	216	531
189	315	189	504
190	319	244	563
191	324	245	569
192	335	256	591
193	324	238	562
194	335	269	604
195	350	270	620
196	349	259	608
197	367	246	613
198	342	274	616
199	345	282	627
200	326	297	623
201	374	274	648
202	347	248	595
203	364	269	633
204	340	280	620
205	342	280	622
206	343	276	619
207	345	277	622
208	352	273	625
209	349	268	617
210	360	268	628
211	355	265	620
212	359	255	614
213	337	277	614
214	343	252	595
215	370	263	633
216	354	242	596
217	347	233	580
218	350	254	604
219	361	254	615
220	347	248	595
221	343	263	606
222	364	271	635
223	342	257	599
224	377	236	613
225	345	250	595
226	352	276	628
227	348	268	616
228	336	271	607
229	351	256	607
230	367	241	608
231	343	257	600
232	354	256	610
233	368	273	641
234	347	273	620
235	381	265	646
236	385	256	641
237	363	249	612
238	365	259	624
239	388	248	636
240	372	224	596
241	345	258	603
242	350	290	640
243	342	270	612
244	333	273	606
245	359	273	632
246	342	260	602
247	335	256	591
248	346	259	605
249	346	241	587
250	343	277	620
251	350	281	631
252	349	275	624
253	359	255	614
254	377	264	641
255	338	267	605
256	346	254	600
257	362	275	637
258	358	263	621
259	355	274	629
260	360	267	627
261	355	260	615
262	366	253	619
263	351	258	609
264	323	257	580
265	357	244	601
266	353	259	612
267	360	257	617
268	355	271	626
269	340	267	607
270	340	275	615
271	356	278	634
272	352	263	615
273	340	256	596
274	352	256	608
275	364	264	628
276	340	272	612
277	345	262	607
278	330	263	593
279	319	274	593
280	320	268	588
281	336	272	608
282	346	261	607
283	346	288	634
284	343	282	625
285	347	262	609
286	343	252	595
287	348	265	613
288	337	282	619
289	365	271	636
290	358	245	603
291	350	265	615
292	355	252	607
293	359	262	621
294	341	242	583
295	341	271	612
296	347	248	595
297	348	265	613
298	347	238	585
299	336	237	573
300	356	263	619
301	339	248	587
302	370	256	626
303	365	262	627
304	319	290	609
305	350	261	611
306	351	266	617
307	360	255	615
308	349	270	619
309	366	252	618
310	336	251	587
311	350	255	605
312	373	236	609
313	345	262	607
314	334	252	586
315	349	248	597
316	342	250	592
317	354	257	611
318	340	244	584
319	353	251	604
320	331	281	612
321	363	279	642
322	347	241	588
323	345	230	575
324	336	251	587
325	351	268	619
326	352	279	631
327	336	264	600
328	353	249	602
329	349	281	630
330	348	261	609
331	357	247	604
332	367	237	604
333	346	250	596
334	347	260	607
335	353	253	606
336	364	262	626
337	342	292	634
338	344	269	613
339	367	271	638
340	355	274	629
341	323	262	585
342	334	257	591
343	352	247	599
344	349	253	602
345	356	242	598
346	374	273	647
347	346	263	609
348	361	256	617
349	338	254	592
350	339	279	618
351	347	296	643
352	343	275	618
353	342	271	613
354	350	250	600
355	355	263	618
356	380	285	665
357	374	271	645
358	364	264	628
359	356	245	601
360	326	240	566
361	318	259	577
362	334	274	608
363	344	255	599
364	362	262	624
365	348	245	593
366	336	244	580
367	363	250	613
368	345	256	601
369	326	255	581
370	367	285	652
371	356	253	609
372	332	258	590
373	340	275	615
374	346	267	613
375	356	273	629
376	360	244	604
377	361	258	619
378	357	256	613
379	354	271	625
380	369	281	650
381	344	275	619
382	359	274	633
383	360	275	635
384	361	263	624
385	362	267	629
386	359	263	622
387	358	248	606
388	327	240	567
389	361	244	605
390	359	271	630
391	351	266	617
392	368	237	605
393	352	245	597
394	344	242	586
395	339	270	609
396	340	260	600
397	329	248	577
398	353	258	611
399	355	272	627
400	340	256	596
401	336	245	581
402	336	279	615
403	341	289	630
404	348	256	604
405	348	228	576
406	344	248	592
407	318	266	584
408	335	271	606
409	321	243	564
410	325	288	613
411	303	302	605
412	262	330	592
413	242	321	563
414	209	306	515
415	180	318	498
416	194	307	501
417	211	292	503
418	234	290	524
419	233	280	513
420	283	309	592
421	315	311	626
422	325	291	616
423	344	328	672
424	346	307	653
425	313	323	636
426	322	344	666
427	322	341	663
428	338	342	680
429	339	348	687
430	337	379	716
431	339	365	704
432	363	353	716
433	344	384	728
434	347	365	712
435	354	359	713
436	367	350	717
437	344	372	716
438	351	364	715
439	357	364	721
440	334	366	700
441	351	388	739
442	327	359	686
443	341	350	691
444	298	375	673
445	345	382	727
446	339	362	701
447	339	361	700
448	345	372	717
449	354	362	716
450	345	365	710
451	323	379	702
452	334	354	688
453	347	354	701
454	343	355	698
455	337	388	725
456	335	386	721
457	348	386	734
458	342	365	707
459	356	348	704
460	324	358	682
461	351	373	724
462	336	372	708
463	352	370	722
464	320	344	664
465	346	356	702
466	357	345	702
467	316	364	680
468	324	357	681
469	348	381	729
470	330	378	708
471	328	368	696
472	353	365	718
473	330	400	730
474	362	370	732
475	347	354	701
476	353	374	727
477	361	388	749
478	348	386	734
479	348	350	698
480	344	373	717
481	333	356	689
482	339	362	701
483	337	363	700
484	340	371	711
485	332	368	700
486	354	369	723
487	348	382	730
488	347	379	726
489	344	366	710
490	337	376	713
491	351	380	731
492	355	376	731
493	356	368	724
494	332	357	689
495	338	355	693
496	340	353	693
497	350	368	718
498	317	380	697
499	348	375	723
500	322	381	703
501	340	368	708
502	316	363	679
503	352	344	696
504	358	359	717
505	326	377	703
506	331	352	683
507	350	384	734
508	335	374	709
509	335	365	700
510	342	360	702
511	332	373	705
512	345	392	737
513	352	362	714
514	360	377	737
515	343	362	705
516	347	364	711
517	343	351	694
518	321	356	677
519	344	336	680
520	357	365	722
521	333	375	708
522	336	369	705
523	357	355	712
524	343	369	712
525	356	358	714
526	359	350	709
527	347	388	735
528	334	364	698
529	341	369	710
530	346	385	731
531	341	371	712
532	335	405	740
533	340	374	714
534	333	368	701
535	338	372	710
536	319	366	685
537	326	375	701
538	319	370	689
539	337	376	713
540	335	386	721
541	355	369	724
542	347	350	697
543	322	371	693
544	348	369	717
545	333	385	718
546	351	369	720
547	350	375	725
548	337	370	707
549	364	363	727
550	337	365	702
551	355	370	725
552	334	366	700
553	327	357	684
554	367	362	729
555	337	365	702
556	321	359	680
557	341	362	703
558	357	375	732
559	340	374	714
560	355	375	730
561	364	343	707
562	354	338	692
563	334	349	683
564	332	339	671
565	326	357	683
566	329	373	702
567	342	384	726
568	356	353	709
569	347	360	707
570	346	377	723
571	352	363	715
572	349	354	703
573	333	361	694
574	359	360	719
575	332	363	695
576	343	357	700
577	340	373	713
578	340	364	704
579	350	354	704
580	330	383	713
581	377	377	754
582	373	380	753
583	344	365	709
584	334	367	701
585	345	386	731
586	344	375	719
587	343	381	724
588	350	387	737
589	358	362	720
590	344	361	705
591	318	387	705
592	346	379	725
593	360	394	754
594	338	373	711
595	352	371	723
596	335	360	695
597	349	357	706
598	341	390	731
599	333	365	698
600	335	363	698
601	364	371	735
602	346	363	709
603	325	387	712
604	333	361	694
605	342	365	707
606	374	378	752
607	355	381	736
608	334	375	709
609	342	366	708
610	351	370	721
611	326	384	710
612	347	355	702
613	350	371	721
614	343	343	686
615	338	381	719
616	343	344	687
617	370	339	709
618	360	369	729
619	356	365	721
620	367	366	733
621	348	341	689
622	359	351	710
623	347	378	725
624	353	372	725
625	338	401	739
626	364	377	741
627	336	383	719
628	352	367	719
629	329	377	706
630	327	362	689
631	319	374	693
632	351	373	724
633	339	364	703
634	326	373	699
635	347	360	707
636	336	364	700
637	333	368	701
638	351	353	704
639	329	367	696
640	359	364	723
641	358	332	690
642	371	346	717
643	340	363	703
644	340	338	678
645	333	357	690
646	334	372	706
647	356	359	715
648	350	384	734
649	346	359	705
650	348	376	724
651	364	385	749
652	359	357	716
653	351	351	702
654	364	382	746
655	352	384	736
656	348	369	717
657	323	366	689
658	351	368	719
659	339	359	698
660	360	367	727
661	334	340	674
662	335	366	701
663	338	363	701
664	376	370	746
665	345	362	707
666	337	367	704
667	329	384	713
668	345	349	694
669	355	353	708
670	349	352	701
671	332	385	717
672	330	373	703
673	344	366	710
674	333	371	704
675	341	380	721
676	347	383	730
677	370	360	730
678	352	355	707
679	345	354	699
680	349	350	699
681	350	360	710
682	340	355	695
683	345	374	719
684	355	374	729
685	351	357	708
686	353	389	742
687	347	392	739
688	328	368	696
689	320	344	664
690	330	370	700
691	339	379	718
692	357	379	736
693	358	338	696
694	341	374	715
695	369	361	730
696	345	355	700
697	318	354	672
698	336	365	701
699	346	355	701
700	338	369	707
701	339	365	704
702	342	358	700
703	333	373	706
704	354	387	741
705	359	382	741
706	333	350	683
707	357	364	721
708	334	345	679
709	332	349	681
710	333	363	696
711	332	363	695
712	347	358	705
713	335	379	714
714	355	355	710
715	329	359	688
716	353	354	707
717	344	347	691
718	337	364	701
719	328	374	702
720	340	370	710
721	340	362	702
722	322	361	683
723	341	354	695
724	337	353	690
725	352	376	728
726	347	355	702
727	357	338	695
728	344	394	738
729	345	370	715
730	330	373	703
731	330	372	702
732	335	374	709
733	322	374	696
734	339	354	693
735	346	362	708
736	345	358	703
737	352	385	737
738	341	387	728
739	349	339	688
740	347	366	713
741	375	385	760
742	346	367	713
743	356	361	717
744	350	352	702
745	343	364	707
746	342	387	729
747	336	347	683
748	341	376	717
749	351	367	718
750	357	354	711
751	356	343	699
752	348	357	705
753	351	368	719
754	347	348	695
755	323	379	702
756	343	383	726
757	316	363	679
758	355	343	698
759	352	357	709
760	351	365	716
761	351	358	709
762	336	372	708
763	337	382	719
764	342	355	697
765	336	391	727
766	333	385	718
767	332	365	697
768	352	354	706
769	353	359	712
770	376	367	743
771	357	347	704
772	349	365	714
773	341	375	716
774	350	359	709
775	354	361	715
776	349	351	700
777	347	377	724
778	324	378	702
779	347	349	696
780	353	346	699
781	354	379	733
782	346	384	730
783	355	357	712
784	374	361	735
785	365	351	716
786	337	383	720
787	355	380	735
788	325	366	691
789	351	376	727
790	338	385	723
791	342	378	720
792	335	389	724
793	334	347	681
794	329	375	704
795	335	375	710
796	327	352	679
797	344	387	731
798	346	385	731
799	354	380	734
800	354	362	716
801	356	364	720
802	331	377	708
803	337	387	724
804	334	374	708
805	343	373	716
806	341	342	683
807	318	387	705
808	325	371	696
809	332	385	717
810	340	369	709
811	362	369	731
812	351	368	719
813	347	356	703
814	341	366	707
815	331	367	698
816	333	366	699
817	321	344	665
818	344	368	712
819	331	370	701
820	353	340	693
821	346	363	709
822	340	368	708
823	355	341	696
824	351	385	736
