1	234	238	472
2	197	254	451
3	244	267	511
4	263	247	510
5	277	232	509
6	289	244	533
7	316	242	558
8	356	266	622
9	346	256	602
10	315	255	570
11	336	263	599
12	354	266	620
13	353	258	611
14	348	237	585
15	360	248	608
16	362	257	619
17	345	276	621
18	326	279	605
19	332	256	588
20	331	234	565
21	343	260	603
22	329	262	591
23	302	302	604
24	329	269	598
25	324	270	594
26	322	271	593
27	312	319	631
28	314	359	673
29	280	305	585
30	254	357	611
31	271	338	609
32	259	342	601
33	234	333	567
34	244	315	559
35	233	332	565
36	229	344	573
37	221	336	557
38	243	328	571
39	237	324	561
40	265	318	583
41	263	330	593
42	240	337	577
43	269	345	614
44	264	341	605
45	265	350	615
46	271	345	616
47	257	347	604
48	243	333	576
49	254	333	587
50	260	319	579
51	248	322	570
52	286	287	573
53	271	235	506
54	303	228	531
55	315	214	529
56	316	219	535
57	301	211	512
58	306	199	505
59	317	189	506
60	341	160	501
61	351	183	534
62	321	209	530
63	296	208	504
64	300	205	505
65	293	229	522
66	242	252	494
67	247	254	501
68	246	244	490
69	237	234	471
70	253	209	462
71	216	233	449
72	235	250	485
73	224	260	484
74	237	242	479
75	264	240	504
76	240	238	478
77	237	234	471
78	248	224	472
79	258	229	487
80	269	237	506
81	245	233	478
82	253	221	474
83	250	215	465
84	252	230	482
85	252	229	481
86	263	228	491
87	291	235	526
88	275	281	556
89	273	273	546
90	272	260	532
91	271	291	562
92	254	297	551
93	261	280	541
94	253	288	541
95	266	285	551
96	252	318	570
97	250	337	587
98	300	336	636
99	323	351	674
100	334	359	693
101	327	375	702
102	335	379	714
103	321	368	689
104	307	372	679
105	304	369	673
106	313	368	681
107	304	366	670
108	313	373	686
109	310	355	665
110	315	381	696
111	318	377	695
112	300	358	658
113	320	363	683
114	288	372	660
115	278	366	644
116	275	371	646
117	280	382	662
118	305	360	665
119	322	360	682
120	296	346	642
121	277	363	640
122	274	375	649
123	254	365	619
124	280	361	641
125	275	333	608
126	287	363	650
127	296	341	637
128	286	341	627
129	287	315	602
130	296	293	589
131	298	302	600
132	295	304	599
133	296	301	597
134	327	269	596
135	308	255	563
136	279	236	515
137	279	232	511
138	268	270	538
139	283	263	546
140	301	277	578
141	277	278	555
142	278	310	588
143	276	310	586
144	282	329	611
145	294	379	673
146	291	385	676
147	311	348	659
148	323	357	680
